@lat	@lon	name	operator	brand	addr:city	phone	website
11.8754529	75.3732100	Bharat Petroleum Pump		Bharat Petroleum			
9.6508466	76.5629739	puthenparampil fuels					
11.8790204	75.3704308	Bharat Petroleum		Bharat Petroleum			
9.5692389	76.6335342	Indian Oil Pump		Indian Oil	pampady		
10.1141847	76.4638608	fousia pump			perumbavoor		
8.5835612	77.0791081	Indian Oil		Indian Oil	tvm		
9.5583004	76.5721780	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
9.8924306	76.5410061	Indian Oil		Indian Oil			
9.8829439	76.4576330	Peppathy petrol pump					
9.8630569	76.5960321	Hindustan Petroleum (Raman Pillai)					
9.4346501	76.6119042	Hindustan Petroleum					
9.4779006	76.5825048	Shobha oil station		OIL!			
9.5181862	76.5240657	HP Petrol Pump-CT jacob		Hindustan Petroleum			
10.1794989	76.4157599						
9.5640581	76.7320732	Nayara Petrol Pump		Nayara			
12.4587772	75.1474145	Petrom		Petrom			
9.8037404	76.5753273	Bharat Petroleum		Bharat Petroleum			
12.5095305	75.0507877	Expance Petroleum		Hindustan Petroleum	Chengala		
9.5961378	76.6866279	SM Fuels Bharat Petroleum					
9.5943500	76.6890902	Pallickathodu Fuels And Lubricants Indian Oil		Indian Oil			
9.7602725	76.5631003	Hindustan Petroleum	Uthup V Palliveettil	Hindustan Petroleum			
9.7569336	76.5476843	St Marys Fuels thottuva					
9.7927187	76.6109239	Indian Oil		Indian Oil			
9.0045681	76.7832561	Hp Petrol		Hindustan Petroleum			
8.9930697	76.7922702	pinaruvila Essar fuel bank					
9.0052136	76.7776709	Indian Oil		Indian Oil			
9.0122137	76.7842098	Indian Oil		Indian Oil			
9.0328557	76.7782915	Bharat Petroleum		Bharat Petroleum			
9.8371189	76.6807522	Essar Fuel Pump					
9.8027196	76.6901176	Kozhikottu Petroleum (HPCL Dealership) M/S V. Mathai					
12.1343026	75.1838047	IOC Thankayam Petrol Pump					
12.5032566	74.9929941	Hindustan Petroleum		Hindustan Petroleum			
12.5062971	74.9940308	Bharat Petroleum		Bharat Petroleum			
12.5095232	74.9959675	T. A.ahmed Petrol Pump					
12.5130749	74.9987626	Indian Oil		Indian Oil			
12.5152044	75.0078672	Bharat Petroleum	K Vasudeva Kamath And Co	Bharat Petroleum			
10.0263154	76.4469451	Hindustan Petroleum Bava Sons Fuels					
10.1672825	76.4369914						
12.5089377	75.0578328	HP		Hindustan Petroleum			
10.1154709	76.4076710	Petrol Pump					
12.5416940	75.0713007	HP		Hindustan Petroleum			
12.5749359	75.0729857	Indian Oil		Indian Oil			
9.4424406	76.5438826	Indian Oil		Indian Oil			
11.9894773	75.3750234	Hindustan Petroleum	HPCL	Hindustan Petroleum			
12.5783948	75.0732749	Bharat Petroleum		Bharat Petroleum			
9.9888159	76.5788859	Bharat Petroleum		Bharat Petroleum			
10.6404406	76.1748917	Chungam Pump					
10.6163151	76.6963148	HP petroleum		Hindustan Petroleum			
11.6889455	75.6679896			Bharat Petroleum			
12.3598168	75.0650887	Indian Oil Chithari Fuel		Indian Oil			
11.5936461	75.5975493						
10.8764923	76.3060061	Kavuvattam					
10.6872814	76.0459698	Indian Oil		Indian Oil			
11.3670867	75.9609313						
11.0512732	75.9845212	Bharat Petroleum	PRIVATR	Bharat Petroleum	VENGARA		
8.5507864	77.0917779	Indian Oil		Indian Oil			
11.3280938	75.8863108	Bharat Petroleum		Bharat Petroleum			
9.0691246	76.5340285	Indian Oil petrol pump		Indian Oil Petrol Pump			
11.9684300	75.2877716	Bharat Petroleum		Bharat Petroleum			
9.0345502	76.5425439			Indian Oil			
11.4371278	75.6967254	Hindustan Petroleum - murali service station					
11.4313698	75.7007802	"Bharat Petroleum, Petrol Pump -Daya Petroleum"					
8.9825679	76.9243253	HP gas station					
9.9134682	76.4117064	Hindustan Petroleum		Hindustan Petroleum			
8.9166421	76.8535159	Ezzar					
11.2507729	75.8323583	Hindustan Petroleum Petrol Pump		Hindustan Petroleum			
11.7537355	75.5000184	indian					
12.0421390	75.3698841	Indian Oil		Indian Oil			
9.3700073	76.5488688	Pamba Fuels					
8.9418170	76.7780679						
9.4962724	76.5252171	Hindusthan Petroleum					
9.4962554	76.5252051	Hindustan Petroleum		Hindustan Petroleum			
9.9375088	76.3213035	Indian Oil		Indian Oil			
9.4452658	76.5416477				changanacherry		
11.2546618	75.7835773	Bharat Petroleum		Bharat Petroleum	Kozhikode		
11.2547617	75.7843176	Indian Oil		Indian Oil			
9.3854417	76.6034620	Bharat Petroleum		Bharat Petroleum			
9.9549535	76.5580176	Indian Oil Pump (Vee Pee Petroleum)	V VPetrolium	Indian Oil	Muvattupuzha		
9.3168342	76.6164777	Bharat Petroleum		Bharat Petroleum			
11.4522467	75.6862083	Indian Oil		Indian Oil	KOYILANDY		
9.4306130	76.5442297	Hindusthan Petrolium Perol Pump					
10.1167611	76.3447898						
10.1531135	76.3555079						
11.2017454	76.2329357						
9.8628139	76.3995917	Indian Oil		Indian Oil	Ernakulam		
9.4284770	76.5862977	Indian Oil		Indian Oil			
11.9839940	75.6758864						
9.8434844	76.4138145	Bharat Petroleum		Bharat Petroleum			
11.2262056	75.8365418						
11.9826594	75.6739028						
9.9688271	77.1534317	Indian Oil		Indian Oil			
9.8386171	77.1590936	Hindustan Petroleum		Hindustan Petroleum			
8.5796164	77.0323016						
10.0100547	76.9583107	Palco car world					
9.8298486	76.4275629	Indian Oil		Indian Oil			
11.2432385	75.7851790	bharath petrol pump					
11.2498630	75.7836805						
11.3481784	75.7405873	Hindusthan Petroleum Corporation limited					
11.3508230	75.7399018	HP Petrol Pumb					
11.2610709	75.7800730						
11.2693033	75.8610964	IIndian Oil Petrol Station		Indian Oil			
11.2661689	75.7788131						
9.7564927	77.1119190	Hindusthan Petroleum					
9.1746470	76.6303394	Ss Essar Fuel Station					
9.7848726	76.4482757	Indian Oil		Indian Oil			
10.0721479	76.5093713	Suma Fuels					
9.8124952	77.1984995	Bharat Petroleum		Bharat Petroleum	thookupalam		
9.6918655	76.3364130						
10.1161582	76.4971438	Indian Oil		Indian Oil			
11.5517113	75.7640049						
10.1197409	76.4391645	mattappilly fuel station					
8.7647068	76.8875092	Indian Oil Fuel Station		Indian Oil			
11.0535103	75.8555020	HP		Hindustan Petroleum			
9.8278572	76.3103389						
9.3194548	76.6198551	Indian Oil		Indian Oil	Chengannur		
8.4086157	77.0762166	Hinsustan Petroleum		Bharat Petroleum			
10.4884778	76.2875784						
9.9099918	76.6070632	"Jesus Fuels, Indian oil"		Indian Oil			
8.8923713	76.5782954	Indian Oil		Indian Oil			
10.7927724	76.1775327	Indian Oil		Indian Oil			
9.9815257	76.4140803	Indian Oil		Indian Oil			
9.9899659	76.4009244	Indian Oil		Indian Oil			
10.0201359	76.5606389	Goodwill point petrol pump					
9.1680472	76.6571187	Bharat Petroleum		Bharat Petroleum			
9.1674815	76.6631976	Bharat Petroleum		Bharat Petroleum			
8.9256246	76.7357687	Hindustan Petroleum Surafi Fuels		Hindustan Petroleum			
10.7609596	76.1199057	Indian Oil		Indian Oil	koottanad		
9.6126652	76.3011596						
11.1406904	75.9715085						
10.3353007	76.3050261	edathadan pumps	biju edathadan	hp	trissur		
9.4415348	76.7439299	Kurians Fuels					
11.3281472	75.8093779	HP		Hindustan Petroleum			
11.9211835	75.3616067	Bharat Petroleum		Bharat Petroleum			
11.0082656	76.4792304						
10.0676075	76.6226522	Mathson gas agency			KOTHANGALAM		
8.9073327	77.0567495	Bharat Petroleum		Bharat Petroleum			
10.9970326	75.9877087	Reliance petrol pump		Rliance Petroleum	Collegepadi		
11.9956910	75.7239602	Bharat Petroleum		Bharat Petroleum			
8.8932292	76.6806428						
9.2798642	76.6552039	Bharat Petroleum		Bharat Petroleum			
11.2613115	75.7939687	Indian Oil		Indian Oil			
9.9997172	76.6322744	Indian Oil		Indian Oil			
10.0868206	76.3829251	Indian Oil		Indian Oil			
9.8549238	76.9619278						
11.9247142	75.3545621	Indian Oil	IOCL	Indian Oil			
12.0282188	75.3654339	Bharat Petroleum		Bharat Petroleum			
12.0240301	75.3673688	Indian Oil		Indian Oil			
11.2695523	75.7895098	Petrom		Petrom			
11.3592844	75.8088246	Ambadi Fuels	Hindustan Petroleum				
9.4260574	76.6920025	Indian Oil		Indian Oil			
10.1115463	76.4756372	Hindustan Petroleum Petrol Pump-Paivaram T T C Perumbavoor		Hindustan Petroleum			
10.3466975	76.2070301			BP			
11.9214814	75.3527133						
11.9261832	75.3500085						
11.9223918	75.3546034	Hindustan Petroleum		Hindustan Petroleum			
10.4906232	76.2696717	Bharath Petrolium pump					
10.0258213	76.3499186	Bharat gas warehouse		Bharat Petroleum			
11.1478202	75.9786805						
11.1475510	75.9784484	HP		Hindustan Petroleum			
9.6965516	76.4801563	Hindustan Petroleum		Hindustan Petroleum			
8.8651272	76.6771975	Indian Oil		Indian Oil			
11.9845044	75.3960047						
11.9929768	75.3918006			indian oil cooperation			
11.9041740	75.7299316	Indian Oil		Indian Oil			
11.1910163	76.2571947	Vaniyambalam Petrol Pump					
11.1940813	76.2436337	Indian Oil		Indian Oil			
11.3181619	75.9435988	Bharat Petroleum		Bharat Petroleum			
11.9810361	75.6720996						
11.9804644	75.6717843	Bharat Petroleum		Bharat Petroleum			
11.9781693	75.6691580						
9.7738306	76.7622838	Bharat Petroleum	Tojo	Bharat Petroleum			
11.9812140	75.3152472	Bharat Petroleum Petrol Pump					
9.8658515	76.4877159						
11.0489102	75.9556733			ESSAR			
11.1714863	75.8093470	Olassery Fuel Station Hindusthan Petroleum					
10.0517891	77.0673497	76		76			
11.6184377	76.0845835	Hindustan Petroleum		Hindustan Petroleum			
11.6114441	76.3117336	Petrolimex		Petrolimex			
11.1322694	76.1141627						
11.1385110	76.1166460						
11.1295810	76.1150899						
9.3303969	76.5670350	Hindustan Petroleum		Hindustan Petroleum			
9.6651754	76.5322160	Kunnel Fuels					
11.2520662	76.0460769	Bharat Petroleum		Bharat			
11.2500875	76.0467681	Asian Furniture					
11.3277659	75.9869406	Bharat Petroleum		Bharat Petroleum			
11.2642430	75.8892205	Bharat Petroleum		Bharat Petroleum			
11.2640579	75.8892759	Bharat Petroleum		Bharat Petroleum			
11.3260461	75.9900674						
11.2632414	75.9539625	"Bharat Petroleum Petrol Pump,Siva Sakthi Petroleum"					
11.2869233	76.2945928	Indian Oil petrol pump Karulai		Indian Oil			
11.2695067	75.8425964						
11.5889677	75.5916874	Jyothi Petro Pump Indian Oil		Indian Oil			
11.4591621	75.9668378	Engappuzha HP Petrol Bunk					
12.5022216	75.2658925	Indian Oil		Indian Oil			
11.1241581	76.1224656						
11.1240619	76.1221698						
11.3952919	75.9237278	Esso		Esso			
11.3118951	75.7995396						
10.5887309	76.5169126	Indian Oil		Indian Oil			
8.5011388	77.0287362	Bharat Petroleum		Bharat Petroleum			
8.3801169	77.0468877			Indian Oil			
8.3197638	77.0731446			Indian Oil			
8.3856024	77.0082493			Indian Oil			
8.5027286	77.0788844						
10.7352352	76.1642151	Bharat petroleum					
10.7338581	76.1568909	Hindustan petroleum					
8.9283444	76.6401027	reliance					
9.2603490	76.4650584	BPCL Petrol Pump					
8.8796797	76.6062169	Hindustan Petroleum		Hindustan Petroleum			
8.8945447	76.6064974	Indian Oil		Indian Oil			
8.9027697	76.6214157	Bharat Petroleum		Bharat Petroleum			
10.9415074	76.1523912	Indian Oil		Indian Oil			
8.9479443	76.6617777	HP		Hindustan Petroleum			
8.5692761	77.1013119						
8.5694773	77.1014446						
8.5694581	77.1015013						
8.5694309	77.1015482						
8.5692026	77.1014172						
8.5692332	77.1013544						
8.9307637	76.5590624	Hindustan Petroleum Holy Star Fuels		Hindustan Petroleum			
10.7345212	76.1541291	HP		Hindustan Petroleum			
9.4804565	76.5907405			Nayara	Nadakkapadom		
8.5058884	77.0784012	Sree Ram Fuel Service	indian oil				
9.7336918	76.3182370	Indian Oil Petrol Pump	Majestic Fuel Services	Indian Oil Petrol Pump	Pattanakkad		
8.8649867	76.6222416	Lkshmanan Fuels					
11.0991415	76.2249632	Essar					
11.1923937	76.2498415						
11.2691553	76.2154783						
8.5909632	76.8566357	NIFI Fuels Indian Oil Pump		Indian Oil			
12.1956222	75.4642051	"Pcs Fuel Station, Alakode"			Alakode		
10.1296026	76.3903211	Gas Station					
9.4451271	76.6555235	Indian Oil		Indian Oil			
10.4761341	76.2438200						
10.0628275	76.5708220						
9.5008208	76.8364910	kavumkal auto fuels					
10.6246614	76.1046976	fuel station					
10.6566610	76.0699897	fuel station					
10.6605444	76.0721657	fuel station					
9.2484863	76.6683899						
9.2191413	76.6793585	Indian Oil		Indian Oil			
9.2882740	76.6508048	Bharat Petroleum		Bharat Petroleum			
9.3189905	76.6128682	Hindustan Pump					
9.2684477	76.6556185	Bharat Petroleum		Bharat Petroleum			
9.3286586	76.4629490						
9.2558023	76.5920291	Bharat Petroleum		Bharat Petroleum			
12.2579115	75.1175572						
9.0771357	76.7527284	essar					
11.7103320	75.6898047	Petrol Ofisi	petrol	Petrol Ofisi			
9.3638807	76.7822671	Bharath Petroleum					
8.7859679	76.8422483	PONGANADU PETROL STATION					
11.6262675	76.2103825						
8.7748866	76.8808565	Yatra Fuels	KSRTC	Indian Oil	KILIMAMOOR		
9.9852106	76.5889480						
12.4016073	75.2038470	Bharat Petroleum	A K Group	Bharat Petroleum	Odayamchal		
11.5543657	76.1381385	HP  petrol pump		Hindustan Petroleum	Meppadi		
9.0055036	76.7783012	Bharat Petroleum		Bharat Petroleum			
11.1939520	76.2439692						
9.7853227	76.4383186	IOCL					
9.9107680	76.6591452	Mannathamcheril fuels					
9.9106060	76.6637342	Bharat Gas ( Meenamkunnel ) Agency					
8.4508514	77.1950021	Bharat Petroleum		Bharat Petroleum			
8.9048051	76.6832554						
9.2678600	76.7910059	Petrol					
9.2725094	76.7920561	Bharat gas station					
9.4875671	76.5254042	hindustan petro;iam					
9.6309583	76.6056768	vallalli hp					
10.8934273	76.0742831	Indian Oil	Indian Oil Corporation	Indian Oil			
11.2249755	75.7918403	Hindustan Perol Pump					
11.3087682	75.9109560	Indian Oil		Indian Oil			
9.4903582	76.3387814	Bharat Petroleum		Bharat Petroleum			
9.5031266	76.3285150	Pump					
9.5605229	76.3278683						
9.0091033	76.5371238						
9.0056892	76.5360865						
9.3880900	76.3533645						
9.7945375	76.3163264	Bharat Petroleum		Bharat Petroleum			
9.2974065	76.4337564	shanti fuels		Hindustan Petroleum			
8.3197689	77.0731437	Petrol Pump Poovar			Thiruvananthapuram		
9.0427693	76.6157069	indian oil					
9.0485920	76.6296100						
9.0887172	76.6386649						
10.2336962	76.1949611	Hindustan Petroleum					
8.5284386	76.9284010	Indian Oil					
8.5262349	76.9896037	Indian Oil		Indian Oil			
10.2609170	76.3598641						
8.5067777	77.0615117						
8.6621125	76.9857507						
10.2155757	76.3617943	Indian Oil		Indian Oil			
10.1157740	76.9288381	HP		Hindustan Petroleum			
9.3854962	76.6207054	Indian Oil Pump					
10.9625621	76.5053917	Bharat Petroleum	Bharath Petroleum	Bharat Petroleum	Thachampara		
11.1887116	76.0645862	Rifa Petrol Station					
11.1846975	76.0651707	NAYARA					
10.6388974	76.0254920	Hassar Petrol Station					
10.6389623	76.0266327	Essar Petrol Pump					
8.8117151	76.7637545	ESSAR PETROL PUMP					
11.2302363	76.0544868	Bharat Petroleum		Bharat Petroleum			
11.2306357	76.0540980	VPM PETROLIUM		Hindustan Petroleum			
11.4248869	75.8317811	Kallanki Fuels					
11.5359302	75.7359524	Petrol pump kalpathur					
12.1744683	75.3603731	HP		Hindustan Petroleum			
12.1093234	75.2170867				Payyannur		
12.1683221	75.3878457	Petrol pump perumbadavu					
12.1724293	75.1491415	padanna petrol pump					
11.7916659	76.1690327						
12.4406627	75.2701980	Malakkallu Petrol Pump		Indian Oil	Malakkallu		
10.8309804	76.3442056	Indian Oil		Indian Oil			
11.5073364	75.8812117						
11.3287895	75.7694754	HP	Palmcor Petroleum	Hindustan Petroleum			
12.2484372	75.3753310	Nayara energy petrol pump					
11.5044922	75.8924995	Thalayad petrol bunk					
11.4537595	75.7705009	Bharat Petroleum		Bharat Petroleum			
12.1086939	75.2162969	Assosiated oil agencies					
12.0003389	75.6862564						
12.1031609	75.2811712	HP		Hindustan Petroleum			
10.3840905	76.2357525	Ayyanchira Fuel Station					
10.3330711	76.4202308	Kuttichira Petrol Pump(Indian Oil)		Indian Oil			
8.9313077	76.6443435	Essar Pump					
9.2324822	76.6420720	Indian Oil Petrol Pump-Jojo Fuels		Indian Oil Petrol Pump			
10.2755373	76.3459185	Essar Petrol Pump	ESSAR	ESSAR	Koratty		
10.2532319	76.4271482	Nayara Petrol Pump(ESSAR)					
9.2355251	76.4556533	"Zayan Fuels, Indian Oil Corperation"		Indian Oil Corporation			
10.6203136	76.6968077			Indian oil			
10.6826850	76.6518121	Indian Oil		Indian Oil			
11.9214614	75.3524551	Petrol Bunk					
12.5515882	75.1642028						
12.5431748	75.1607860						
10.5107787	76.1734776	Elegant Fuels		Hindustan Petroleum			
9.5889399	76.5305700						
9.5890457	76.5305160						
10.4773228	76.0767986	Indian Oil Petrol Pump		Indian Oil			
8.5477825	76.9596618						
10.3282288	76.1420093						
10.3281368	76.1418060						
10.3280228	76.1418630						
10.3281128	76.1420784						
8.8570841	76.7224239	KSRTC pump		Indian oil			
10.0979083	76.4746098	Bharat Petroleum	Diamond Fuels	Bharat Petroleum			
10.7601211	76.7033987	Fuel Station HP Pumb			"Ambuja Nagar, Pallatheri"		
10.6862584	76.6870938	Indian Oil		Indian Oil			
9.9370537	76.2612631	Bharat Petroleum		Bharat Petroleum			
10.7825954	76.8259738	HP		Hindustan Petroleum			
8.4839572	76.9565833	Gulf Spares & Lubes		Gulf			
10.7869870	76.0646744	Indian Oil		Indian Oil	Padinjarangadi		
10.7453365	76.5687181	Nayara Petrol Pump					
9.6093218	77.1650974	Indian Oil Petrol Pump		Petrom			
9.9445148	77.0180606	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
8.8246607	76.9140630						
8.8246051	76.9141489						
8.8245468	76.9141328						
8.8245282	76.9141596						
8.8244699	76.9141247						
8.8245362	76.9139665						
8.8245945	76.9139933						
8.8245971	76.9140443						
8.8270573	76.9325317						
8.8269207	76.9324829						
8.8268645	76.9326171						
8.8269890	76.9326618						
10.1039863	76.4752579	Indian Oil		Indian Oil			
10.7984367	76.7610447	Kanjikode Fuels		Indian Oil			
9.9148764	76.6926610			Bharat petroleum	Achankavala		
8.3968738	77.0880423	Kerala State Road Transport Petrol Pump	Government	IOC	Trivandrum		
10.0086754	76.9576754	Indian Oil Palco Fuels		Indian Oil			
10.7326121	76.0385073	Essar petrolium					
10.7326148	76.0440767	Relience petrolium					
9.7687186	77.1025360	Phoenix		Phoenix			
9.7842532	76.7627342						
9.7841569	76.7628291						
9.7843147	76.7629214						
9.7843495	76.7628346						
8.4673910	77.0761462						
8.4672904	77.0764043						
8.4669446	77.0762742						
8.4670331	77.0760262						
10.0524580	76.7072381	Hp petrol pump					
10.2940946	76.4715242	Indian Oil		Indian Oil			
9.9231737	76.7762669						
10.0869049	76.2678660	Indian Oil petrol pump		Indian Oil			
10.2169759	76.4087577	"MG Fuel Point, Mookkannoor"		Hindustan Petroleum			
11.6297347	76.0887377						
11.2916385	75.8152153	NGO Quaters petrolpumb					
9.6342252	77.1081271	HP		Hindustan Petroleum			
10.1831826	76.4657663						
9.9722882	76.6060440						
9.7426546	76.6987399	Nayara					
9.7843803	76.7626848	essar					
10.0573727	76.5291509	B&B Fuels					
10.2500079	76.3691413						
11.2459133	75.7849188						
11.1677566	75.9297581						
11.2139584	76.1393646	Kadeeja Petroleum					
11.2732111	75.7777583						
11.0827620	76.1094139	Nayara panayi					
11.0965279	76.1192381	HP petrol muttippalam					
11.3349371	75.9448090	Nayara Energy					
10.3470133	76.2131911	Bharat Petroleum		Bharat Petroleum			
8.9486878	76.5356861			HP			
10.1289226	76.3901194	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
8.9527331	76.5347288	HP		Hindustan Petroleum			
8.9366953	76.5404817	HP Petrol Pump - QDFDC		Hindustan Petroleum			
10.6798733	76.1566268	Indian Oil					
9.3077175	76.5605209	Bharat Petrol Pump Budhanoor					
10.7487324	76.2205565	HP gas station		Hindustan Petroleum			
9.0879468	76.6341526	Safa					
9.0328562	76.7782915						
11.5976212	75.6053011	hp gas		Hindustan Petroleum			
9.0940837	76.8531845	Ayyappa fuel station					
10.1513410	76.7356267	Indian Oil		Indian Oil	Kuttampuzha		
11.3898527	75.9792126	HP		Hindustan Petroleum			
11.3757401	75.9103239						
10.2170591	76.1962715	Bharat Gas					
8.9894719	77.0126427	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
9.8609243	76.3058243	"Indian Oil Petrol Pump, Aroor"					
10.1743462	76.3776266	HP		Hindustan Petroleum		+91-9496750131	
10.1477285	76.2133316						
9.7221532	76.5242420			Essar			
9.7041287	76.5432470			Indian Oil			
9.8270928	76.4286143			Hindustan Petroleum			
9.7830274	76.4561300						
9.5753240	76.5196482	Bharat Petroleum		Bharat Petroleum			
9.5799325	76.5200582	HP		Hindustan Petroleum			
9.1504423	76.7338917						
9.1505240	76.7338355						
9.1506678	76.7339943						
9.1506025	76.7340572						
9.1506352	76.7341003						
9.1505731	76.7341797						
9.1504227	76.7339778						
9.1504816	76.7339281						
10.1696411	76.4320336	Bharat Petroleum		Bharat Petroleum			
12.5179444	75.0150055	Hindustan petroleum		Hindustan Petroleum			
9.2062059	76.6891627	Indian Oil Petrol Pump					
10.1039913	76.5188347	HP		Hindustan Petroleum			
9.8969240	76.7044486						
12.3230195	75.0862911	Bharat Petroleum		Bharat Petroleum	Kanhangad		
10.9044173	75.9391237	Indian Oil		Indian Oil			
10.7379066	76.6360117	Gasemart		Indian Oil			
9.3254994	76.9680632						
9.5903798	77.1224770	Petrol Pump					
11.2625897	75.7770477	HP		Hindustan Petroleum			
10.5237287	76.2084129	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
10.9820765	76.4131288	ariyoor fuels					
9.4426364	76.3436827	IOC					
9.7741797	76.3410891	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
9.5196628	76.7998407	Bharat Petroleum		Bharat Petroleum			
8.8256193	76.9261180						
9.9574299	76.2578988	HP		Hindustan Petroleum			
9.9369108	76.2723108	Indian Oil		Indian Oil			
9.9356368	76.2510750	Indian Oil		Indian Oil			
8.8949799	76.5733035						
9.1032150	76.5214611	Indian Oil		Indian Oil			
8.8090956	76.7608899			Hindustan Petroleum			
10.5175605	76.2581919	INDIAN OIL PUMP - BYPASS PETROLEUM		Indian Oil	Thrissur		
10.6613233	76.5722397	Sree Krishna Fuels		Indian Oil Petrol Pump			
9.4223968	76.4713511	Nayara					
12.0241160	75.7064545	Ravi Fuels		Bharat Petroleum			
10.4436933	76.2602246	IndianOil Gas Station	IndianOil	Indian Oil			
10.2458721	76.3704398	IndianOil Company Operated Fuel Station	IndianOil	Indian Oil			
10.3059617	76.3383605	Hindustan Petroleum		Hindustan Petroleum			
12.0747388	75.3917596	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
9.3818659	76.7814128			Indian Oil			
9.9795722	76.4648318						
12.0414683	75.4957254	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
9.7616542	76.5650937	Nidhiry Fuels	Nidhiry Fuels	Nayara			
8.3815349	77.0184001	HP petrol pump		Hindustan Petroleum			
8.5087059	76.9465013	YATHRA FUELS	KSRTC	Hindustan Petroleum			
8.6407785	77.0355572	Nayara					
8.6285395	76.9605583	Nayara					
8.6565110	76.9204526	Nayara					
8.3852378	76.9910314	HP					
8.3407341	77.0414655						
8.3850349	76.9910535	HP					
8.4836608	76.9479030						
12.0206092	75.7468407						
9.4766950	76.8446500	Bharat Petroleum Petrol pumb					
11.5792977	75.8170989	Bharat Petroleum		Bharat Petroleum			
9.4400431	76.5600284						
10.0161479	76.3601965	Indian Oil Corporation Limited					
11.4236537	75.9312393	Hypiq Fuels	Hypiq Fuels	Indian Oil			
11.3672526	75.9586713	Nayara petrol pump		Nayara			
10.4642476	76.2659541	Thrikkoorappan Petropark		Indian Oil			
10.0667488	76.2867161	IOC		Indian Oil			
10.7213157	76.6030275	KMS					
10.4646423	76.2580766	Hindustan petroleum					
10.3840307	76.2923990	HP					
11.2519634	76.1895377	Nayara		Nayara			
10.9250734	75.9973293	Indian Oil Petrol Pump		Indian Oil Petrol Pump			
9.9675957	76.2822808	Indian Oil		Indian Oil			
11.3397785	75.7613358	HP Petrol Pump Purakkattiri		Hindustan Petroleum			
11.3696834	75.7596657	MRPL Petrol Pump		Mangalore Refinery and Petrochemicals Limited			
10.7736307	76.6600587	HP		Hindustan Petroleum			
10.1896776	76.3860788	HP		Hindustan Petroleum			
9.9857435	76.3158877	HP		Hindustan Petroleum			
10.7821604	75.9355640	Benzy Petroleum (Indian Oil Corporation)		Indian Oil Corporation	Ponnani		
9.9380521	76.2722308	Bharat Petroleum		Bharat Petroleum			
12.2298030	75.2669583	Indian Oil Petrol Pump - Cheemeni Open Prison					
10.2960822	76.4702107			Hindustan Petroleum			
11.5637810	76.0429206						
11.5243231	76.0228451						
10.0153016	76.3553234	BPCL					
11.0927556	75.8795582	Indian Oil		Indian Oil			
10.6146582	76.1291962	Indian Oil		Indian Oil			
10.5641181	76.3640433	Indian Oil		Indian Oil			
9.9767187	76.5797062	Yathra Fuels		Indian Oil			
12.4481349	75.2998621	Kolichal Petrol Pump		Indian Oil	Kolichal		
12.2156010	75.1320254	Bharat Petroleum		Bharat Petroleum			
8.4350272	77.0530890	Ambuja Fuels		Bharat Petroleum			
8.6839036	76.9080685						
11.0651143	76.2692952	Nayara Petrol Pump	Nayara				https://www.nayaraenergy.com/
10.9102156	76.3016678	Indian Oil		Indian Oil			
10.9092873	76.3030549	Nayara		Nayara			
10.0218867	76.4483839			Indian Oil		+919447088943	https://locator.iocl.com/indianoil-cka-kutty-sons-petrol-pump-kizhakkambalam-kolenchery-235492/Home
8.8864642	76.5910440	HP		Hindustan Petroleum			
10.1243453	76.2646170	Indian Oil	Kumara Madhavam Petro Park	Indian Oil	Kochi	+91-8301-825134	https://locator.iocl.com/indianoil-kumara-madhavam-petro-park-petrol-pump-paravur-paravur-235255/Home
11.3922299	75.7279918	ഹെച്പീ പെട്രോൾ സ്റ്റേഷൻ					
12.2374586	75.2343742						
12.1240961	75.5014397	Bharat petroleum		Bharat Petroleum			
9.4997685	76.3342378	Indian Oil		Indian Oil			
9.5987361	76.6858701	HP Pump					
9.6892160	76.7754517	Bharat Petroleum		Bharat Petroleum	Erattupetta		
10.7692179	76.6431271						
10.7873126	76.6424200	HP		Hindustan Petroleum			
9.9017116	76.7254277	Indian Oil		Indian Oil			
10.2020397	76.4101711	Kidangoor Petrol Pump					
11.4248551	75.8316703						
9.6669574	76.6103951	Indian Oil	Theccanattu Fuels	Indian Oil			
8.3819473	76.9955361	Indian Oil		Indian Oil			
9.2819521	76.4521702	Ashoka Fuels		Indian Oil			
11.8032476	76.0059865	Indian Oil		Indian Oil			
11.8025564	76.0034580	Bharat Petroleum		Bharat Petroleum			
10.9413962	76.1523682						
11.0740336	75.9038862	Bharat Petroleum	HP	Bharat Petroleum			
11.1510849	75.8940992	Indian Oil		Indian Oil			
11.1438690	75.8956329	Hindustan Petroleum	Hindustan Petroleum	Hindustan Petroleum	Chetiyarmad		
11.4051948	75.7201168	Aroma petrol					
9.8768865	76.5963708	Bharat Petroleum		Bharat Petroleum	Koothattukulam		
11.3085863	75.8810152	Hindustan Petroleum		Hindustan Petroleum			
10.1140323	76.3342588	Indian Oil	Sree Narasimha Fuels	Indian Oil	Aluva		
12.0273045	75.2667560	HP		Hindustan Petroleum			
